user_id,category_id,amount,currency_code,transaction_date,transaction_type,description
99,4,51.33,USD,2019-01-01,Normal,"fraud_Schaefer, McGlynn and Bosco"
100,5,47.85,USD,2019-01-01,Normal,fraud_Williamson LLC
101,8,9.23,USD,2019-01-01,Normal,fraud_Pouros-Conroy
102,4,80.36,USD,2019-01-01,Normal,fraud_Erdman-Kertzmann
103,1,6.36,USD,2019-01-01,Normal,fraud_Kuhn LLC
104,7,226.33,USD,2019-01-01,Normal,fraud_Fisher-Schowalter
105,7,215.99,USD,2019-01-01,Normal,fraud_Medhurst PLC
106,1,1.47,USD,2019-01-01,Normal,fraud_Kerluke Inc
107,3,5.83,USD,2019-01-01,Normal,fraud_Stark-Batz
108,7,51.04,USD,2019-01-01,Normal,"fraud_Gottlieb, Considine and Schultz"
109,2,122.05,USD,2019-01-01,Normal,fraud_Bauch-Raynor
110,6,106.19,USD,2019-01-01,Normal,"fraud_Adams, Kovacek and Kuhlman"
111,2,129.09,USD,2019-01-01,Normal,"fraud_Huel, Hammes and Witting"
88,3,7.06,USD,2019-01-01,Normal,fraud_Grimes LLC
112,4,61.71,USD,2019-01-01,Normal,fraud_Rodriguez Group
113,4,45.77,USD,2019-01-01,Normal,fraud_Bernhard Inc
114,4,61.0,USD,2019-01-01,Normal,fraud_Bernhard Inc
11,6,38.7,USD,2019-01-01,Normal,fraud_Wuckert-Walter
115,9,98.24,USD,2019-01-01,Normal,fraud_Weber and Sons
116,1,3.66,USD,2019-01-01,Normal,"fraud_Herman, Treutel and Dickens"
117,5,34.11,USD,2019-01-01,Normal,fraud_Halvorson Group
118,2,134.66,USD,2019-01-01,Normal,fraud_Rau and Sons
58,6,55.6,USD,2019-01-01,Normal,fraud_Kutch-Hegmann
118,4,58.79,USD,2019-01-01,Normal,fraud_Koss and Sons
100,6,57.43,USD,2019-01-01,Normal,fraud_Smitham-Schiller
119,2,83.81,USD,2019-01-01,Normal,fraud_Hudson-Ratke
120,6,27.03,USD,2019-01-01,Normal,fraud_Hills-Olson
121,1,23.8,USD,2019-01-01,Normal,fraud_Durgan-Auer
122,8,3.74,USD,2019-01-01,Normal,"fraud_Swaniawski, Lowe and Robel"
123,5,9.07,USD,2019-01-01,Normal,fraud_McDermott-Rice
124,4,64.72,USD,2019-01-01,Normal,"fraud_Raynor, Reinger and Hagenes"
125,2,92.56,USD,2019-01-01,Normal,fraud_Pacocha-O'Reilly
118,2,113.19,USD,2019-01-01,Normal,fraud_DuBuque LLC
126,9,187.27,USD,2019-01-01,Normal,fraud_Powlowski-Weimann
127,9,68.24,USD,2019-01-01,Normal,"fraud_Langosh, Wintheiser and Hyatt"
128,8,636.41,USD,2019-01-01,Normal,"fraud_Baumbach, Hodkiewicz and Walsh"
129,7,500.92,USD,2019-01-01,Normal,fraud_Rempel Inc
14,8,2.1,USD,2019-01-01,Normal,fraud_Pacocha-Bauch
130,4,69.54,USD,2019-01-01,Normal,fraud_Bins-Rice
7,4,84.23,USD,2019-01-01,Normal,fraud_Emard Inc
131,2,117.77,USD,2019-01-01,Normal,fraud_Kutch and Sons
132,7,5.61,USD,2019-01-01,Normal,fraud_Fisher Inc
133,4,71.74,USD,2019-01-01,Normal,"fraud_Olson, Becker and Koch"
134,4,75.76,USD,2019-01-01,Normal,fraud_Friesen-D'Amore
135,4,83.1,USD,2019-01-01,Normal,"fraud_Reilly, Heaney and Cole"
136,5,32.82,USD,2019-01-01,Normal,fraud_Boyer PLC
137,4,57.5,USD,2019-01-01,Normal,fraud_Cummings LLC
138,6,53.87,USD,2019-01-01,Normal,"fraud_Adams, Kovacek and Kuhlman"
35,4,47.1,USD,2019-01-01,Normal,fraud_Luettgen PLC
7,5,184.83,USD,2019-01-01,Normal,fraud_Boyer PLC
139,6,56.35,USD,2019-01-01,Normal,fraud_Cassin-Harvey
140,6,55.81,USD,2019-01-01,Normal,fraud_Funk Group
121,4,67.91,USD,2019-01-01,Normal,"fraud_Reilly, Heaney and Cole"
141,4,75.82,USD,2019-01-01,Normal,fraud_Luettgen PLC
117,2,123.14,USD,2019-01-01,Normal,fraud_Goodwin-Nitzsche
142,8,8.34,USD,2019-01-01,Normal,fraud_Pacocha-Bauch
143,1,14.03,USD,2019-01-01,Normal,"fraud_Parisian, Schiller and Altenwerth"
144,8,1.46,USD,2019-01-01,Normal,fraud_Metz-Boehm
145,5,10.26,USD,2019-01-01,Normal,"fraud_Monahan, Bogisich and Ledner"
146,1,3.67,USD,2019-01-01,Normal,fraud_Koelpin and Sons
147,7,8.95,USD,2019-01-01,Normal,fraud_Kuhic LLC
148,2,51.6,USD,2019-01-01,Normal,fraud_Koepp-Parker
149,2,204.72,USD,2019-01-01,Normal,fraud_DuBuque LLC
150,1,4.47,USD,2019-01-01,Normal,"fraud_Stehr, Jewess and Schimmel"
151,8,4.08,USD,2019-01-01,Normal,"fraud_Quitzon, Green and Bashirian"
152,3,145.75,USD,2019-01-01,Normal,"fraud_Nicolas, Hills and McGlynn"
153,4,56.34,USD,2019-01-01,Normal,fraud_Rodriguez Group
154,9,31.8,USD,2019-01-01,Normal,fraud_Leannon-Ward
155,4,63.39,USD,2019-01-01,Normal,fraud_Friesen-Stamm
156,8,8.29,USD,2019-01-01,Normal,fraud_Botsford Ltd
157,2,78.13,USD,2019-01-01,Normal,fraud_Bradtke PLC
158,4,52.67,USD,2019-01-01,Normal,"fraud_Zieme, Bode and Dooley"
159,7,2.11,USD,2019-01-01,Normal,fraud_Hills-Witting
160,3,5.27,USD,2019-01-01,Normal,fraud_Brown-Greenholt
109,8,1.42,USD,2019-01-01,Normal,"fraud_Bernhard, Grant and Langworth"
161,2,104.08,USD,2019-01-01,Normal,fraud_Lockman Ltd
162,8,9.63,USD,2019-01-01,Normal,fraud_Metz-Boehm
163,4,39.98,USD,2019-01-01,Normal,fraud_Harber Inc
164,2,192.82,USD,2019-01-01,Normal,fraud_Bauch-Raynor
165,5,34.76,USD,2019-01-01,Normal,"fraud_Wiza, Schaden and Stark"
166,5,9.5,USD,2019-01-01,Normal,fraud_Buckridge PLC
167,2,182.1,USD,2019-01-01,Normal,fraud_Lockman Ltd
92,2,78.43,USD,2019-01-01,Normal,fraud_Kilback LLC
168,6,76.37,USD,2019-01-01,Normal,fraud_Spinka Inc
89,1,6.37,USD,2019-01-01,Normal,"fraud_Kerluke, Kertzmann and Wiza"
169,6,28.37,USD,2019-01-01,Normal,"fraud_Ferry, Reichel and DuBuque"
170,7,5.82,USD,2019-01-01,Normal,fraud_Price Inc
171,6,41.01,USD,2019-01-01,Normal,"fraud_Johnston, Nikolaus and Maggio"
172,4,70.56,USD,2019-01-01,Normal,fraud_Harber Inc
173,4,57.64,USD,2019-01-01,Normal,fraud_Berge LLC
174,4,119.47,USD,2019-01-01,Normal,fraud_Conroy-Cruickshank
175,2,117.29,USD,2019-01-01,Normal,fraud_Rau and Sons
176,3,65.05,USD,2019-01-01,Normal,fraud_Abshire PLC
177,4,61.99,USD,2019-01-01,Normal,fraud_Huels-Hahn
28,4,49.53,USD,2019-01-01,Normal,fraud_Torp-Labadie
21,6,54.47,USD,2019-01-01,Normal,fraud_Funk Group
178,7,6.05,USD,2019-01-01,Normal,fraud_Gleason-Macejkovic
179,2,157.07,USD,2019-01-01,Normal,fraud_Doyle Ltd
180,4,59.19,USD,2019-01-01,Normal,"fraud_Schaefer, Maggio and Daugherty"
158,5,13.67,USD,2019-01-01,Normal,fraud_McDermott-Rice
181,6,57.57,USD,2019-01-01,Normal,fraud_Spinka Inc
182,5,99.08,USD,2019-01-01,Normal,fraud_McGlynn-Jaskolski
183,4,72.67,USD,2019-01-01,Normal,fraud_Bartoletti-Wunsch
5,2,103.77,USD,2019-01-01,Normal,fraud_Padberg-Welch
184,2,123.35,USD,2019-01-01,Normal,fraud_Cole PLC
185,5,2.07,USD,2019-01-01,Normal,"fraud_Lehner, Reichert and Mills"
186,5,7.16,USD,2019-01-01,Normal,fraud_Keeling-Crist
187,4,74.6,USD,2019-01-01,Normal,fraud_Ledner-Pfannerstill
188,5,39.92,USD,2019-01-01,Normal,fraud_McCullough LLC
189,1,29.19,USD,2019-01-01,Normal,fraud_Schmitt Ltd
190,4,56.76,USD,2019-01-01,Normal,"fraud_Schaefer, Maggio and Daugherty"
191,8,7.6,USD,2019-01-01,Normal,fraud_Pouros-Haag
192,2,128.24,USD,2019-01-01,Normal,fraud_Strosin-Cruickshank
193,8,19.73,USD,2019-01-01,Normal,"fraud_Weimann, Kuhic and Beahan"
194,2,88.67,USD,2019-01-01,Normal,fraud_Rutherford-Mertz
195,1,185.04,USD,2019-01-01,Normal,fraud_Donnelly PLC
196,4,48.66,USD,2019-01-01,Normal,"fraud_Kutch, Hermiston and Farrell"
197,4,47.01,USD,2019-01-01,Normal,fraud_Rodriguez Group
126,2,79.96,USD,2019-01-01,Normal,"fraud_Lockman, West and Runte"
198,5,3.32,USD,2019-01-01,Normal,fraud_Torp-Lemke
190,4,67.0,USD,2019-01-01,Normal,fraud_Bins-Rice
199,5,1.67,USD,2019-01-01,Normal,fraud_Schmeler Inc
200,1,150.61,USD,2019-01-01,Normal,fraud_Kris-Weimann
201,1,4.73,USD,2019-01-01,Normal,"fraud_Rodriguez, Yost and Jenkins"
202,2,60.71,USD,2019-01-01,Normal,fraud_Deckow-O'Conner
203,6,59.84,USD,2019-01-01,Normal,fraud_Wiegand-Lowe
204,2,196.36,USD,2019-01-01,Normal,fraud_Auer-Mosciski
205,8,140.12,USD,2019-01-01,Normal,"fraud_Okuneva, Schneider and Rau"
206,1,19.1,USD,2019-01-01,Normal,fraud_Kerluke Inc
207,7,1055.47,USD,2019-01-01,Normal,fraud_Kassulke PLC
44,1,193.9,USD,2019-01-01,Normal,fraud_Kerluke Inc
208,2,140.33,USD,2019-01-01,Normal,fraud_Wolf Inc
209,1,16.65,USD,2019-01-01,Normal,fraud_Dach-Nader
210,7,8.7,USD,2019-01-01,Normal,fraud_Hills-Witting
39,6,55.25,USD,2019-01-01,Normal,fraud_Cummings Group
211,4,43.83,USD,2019-01-01,Normal,fraud_Bins-Rice
212,7,2.74,USD,2019-01-01,Normal,"fraud_Reichert, Shanahan and Hayes"
213,6,59.67,USD,2019-01-01,Normal,"fraud_Tromp, Kerluke and Glover"
214,8,3.19,USD,2019-01-01,Normal,"fraud_Bins, Balistreri and Beatty"
215,1,7.25,USD,2019-01-01,Normal,"fraud_Ferry, Lynch and Kautzer"
216,6,25.89,USD,2019-01-01,Normal,fraud_Hills-Olson
217,6,90.24,USD,2019-01-01,Normal,fraud_Trantow PLC
209,2,202.71,USD,2019-01-01,Normal,fraud_Miller-Hauck
26,8,378.58,USD,2019-01-01,Normal,fraud_Mayert Group
218,6,22.08,USD,2019-01-01,Normal,fraud_Spinka Inc
219,4,75.73,USD,2019-01-01,Normal,fraud_Kuvalis Ltd
216,4,77.59,USD,2019-01-01,Normal,fraud_Friesen-D'Amore
220,5,75.85,USD,2019-01-01,Normal,fraud_Dickinson Ltd
221,7,8.65,USD,2019-01-01,Normal,"fraud_Stanton, Jakubowski and Baumbach"
222,1,8.68,USD,2019-01-01,Normal,"fraud_Rohan, White and Aufderhar"
223,2,176.57,USD,2019-01-01,Normal,fraud_DuBuque LLC
109,4,49.1,USD,2019-01-01,Normal,fraud_Bins-Rice
206,3,1.25,USD,2019-01-01,Normal,fraud_Grimes LLC
29,3,3.14,USD,2019-01-01,Normal,"fraud_Cormier, Stracke and Thiel"
221,1,1.53,USD,2019-01-01,Normal,"fraud_Tillman, Fritsch and Schmitt"
11,2,56.83,USD,2019-01-01,Normal,fraud_Hudson-Ratke
224,5,464.74,USD,2019-01-01,Normal,fraud_Christiansen-Gusikowski
225,7,6.32,USD,2019-01-01,Normal,"fraud_Gottlieb, Considine and Schultz"
226,2,78.08,USD,2019-01-01,Normal,"fraud_Schultz, Simonis and Little"
227,2,123.0,USD,2019-01-01,Normal,fraud_Vandervort-Funk
228,4,44.68,USD,2019-01-01,Normal,"fraud_Jenkins, Hauck and Friesen"
229,2,89.7,USD,2019-01-01,Normal,fraud_Koepp-Witting
120,4,69.3,USD,2019-01-01,Normal,fraud_Cummerata-Jones
129,3,51.64,USD,2019-01-01,Normal,fraud_Reichel Inc
230,4,71.06,USD,2019-01-01,Normal,fraud_Prohaska-Murray
231,3,143.18,USD,2019-01-01,Normal,"fraud_Parker, Nolan and Trantow"
232,1,158.49,USD,2019-01-01,Normal,fraud_Volkman Ltd
48,4,61.08,USD,2019-01-01,Normal,"fraud_Streich, Hansen and Veum"
190,2,145.21,USD,2019-01-01,Normal,fraud_Deckow-O'Conner
233,4,52.53,USD,2019-01-01,Normal,fraud_Brekke and Sons
234,4,58.23,USD,2019-01-01,Normal,"fraud_Raynor, Reinger and Hagenes"
235,4,77.01,USD,2019-01-01,Normal,fraud_Kutch LLC
236,2,122.89,USD,2019-01-01,Normal,fraud_Barton Inc
136,2,94.23,USD,2019-01-01,Normal,fraud_Goodwin-Nitzsche
237,4,67.36,USD,2019-01-01,Normal,fraud_Corwin-Collins
238,1,8.93,USD,2019-01-01,Normal,fraud_Dooley-Thompson
239,2,111.81,USD,2019-01-01,Normal,"fraud_Goldner, Kovacek and Abbott"
137,5,1.27,USD,2019-01-01,Normal,fraud_McDermott-Rice
36,2,93.78,USD,2019-01-01,Normal,fraud_Koepp-Witting
9,5,3.43,USD,2019-01-01,Normal,fraud_Flatley Group
60,5,1.14,USD,2019-01-01,Normal,fraud_Turcotte-Halvorson
240,8,7.09,USD,2019-01-01,Normal,fraud_Lynch Ltd
241,4,47.65,USD,2019-01-01,Normal,"fraud_Christiansen, Goyette and Schamberger"
14,7,511.09,USD,2019-01-01,Normal,"fraud_Romaguera, Cruickshank and Greenholt"
242,6,73.77,USD,2019-01-01,Normal,fraud_Gutmann Ltd
243,4,68.23,USD,2019-01-01,Normal,fraud_Sporer Inc
139,2,205.79,USD,2019-01-01,Normal,fraud_Bauch-Raynor
244,2,68.96,USD,2019-01-01,Normal,fraud_Kilback LLC
245,2,62.03,USD,2019-01-01,Normal,fraud_Cartwright-Harris
246,6,30.69,USD,2019-01-01,Normal,fraud_Runolfsson and Sons
145,5,1.1,USD,2019-01-01,Normal,fraud_Block Group
194,6,72.9,USD,2019-01-01,Normal,fraud_Bahringer-Larson
247,4,54.04,USD,2019-01-01,Normal,fraud_Ledner-Pfannerstill
248,7,909.66,USD,2019-01-01,Normal,fraud_Heathcote LLC
249,2,103.31,USD,2019-01-01,Normal,"fraud_Rowe, Batz and Goodwin"
250,6,105.38,USD,2019-01-01,Normal,fraud_VonRueden Group
251,4,66.73,USD,2019-01-01,Normal,fraud_Schmitt Inc
252,2,92.62,USD,2019-01-01,Normal,fraud_Koepp-Witting
253,5,75.6,USD,2019-01-01,Normal,fraud_Maggio-Fahey
254,8,2.49,USD,2019-01-01,Normal,"fraud_Haley, Jewess and Bechtelar"
255,7,2.87,USD,2019-01-01,Normal,"fraud_Stanton, Jakubowski and Baumbach"
256,7,87.91,USD,2019-01-01,Normal,"fraud_Ruecker, Beer and Collier"
193,4,75.1,USD,2019-01-01,Normal,"fraud_Robel, Cummerata and Prosacco"
257,8,2.9,USD,2019-01-01,Normal,fraud_Jast-McDermott
224,4,57.43,USD,2019-01-01,Normal,fraud_Harber Inc
258,2,122.86,USD,2019-01-01,Normal,fraud_Hudson-Ratke
45,1,7.77,USD,2019-01-01,Normal,"fraud_Bernier, Volkman and Hoeger"
259,3,23.89,USD,2019-01-01,Normal,fraud_Heaney-Marquardt
260,4,46.24,USD,2019-01-01,Normal,fraud_Kutch LLC
261,4,68.34,USD,2019-01-01,Normal,fraud_Bernhard Inc
106,4,84.58,USD,2019-01-01,Normal,fraud_Brekke and Sons
262,8,123.51,USD,2019-01-01,Normal,fraud_Hudson-Grady
86,6,68.07,USD,2019-01-01,Normal,"fraud_Towne, Walker and Borer"
263,7,494.44,USD,2019-01-01,Normal,"fraud_Romaguera, Cruickshank and Greenholt"
257,7,8.61,USD,2019-01-01,Normal,fraud_Price Inc
214,7,9.52,USD,2019-01-01,Normal,fraud_Terry-Huel
35,5,208.08,USD,2019-01-01,Normal,fraud_McGlynn-Jaskolski
264,9,30.12,USD,2019-01-01,Normal,fraud_Kihn-Fritsch
265,8,5.15,USD,2019-01-01,Normal,fraud_Mayert Group
266,2,132.23,USD,2019-01-01,Normal,fraud_Bauch-Raynor
267,5,35.0,USD,2019-01-01,Normal,fraud_Eichmann-Russel
268,1,5.88,USD,2019-01-01,Normal,fraud_Miller-Harris
269,2,203.26,USD,2019-01-01,Normal,"fraud_Heller, Gutmann and Zieme"
7,2,208.58,USD,2019-01-01,Normal,"fraud_Heller, Gutmann and Zieme"
270,4,57.69,USD,2019-01-01,Normal,fraud_Cummerata-Jones
4,7,9.46,USD,2019-01-01,Normal,fraud_Schumm PLC
9,7,1.91,USD,2019-01-01,Normal,"fraud_Reichert, Huels and Hoppe"
271,1,4.86,USD,2019-01-01,Normal,"fraud_Greenfelder, Bartoletti and Davis"
242,2,74.47,USD,2019-01-01,Normal,"fraud_Schultz, Simonis and Little"
272,2,49.58,USD,2019-01-01,Normal,"fraud_Kovacek, Dibbert and Ondricka"
124,5,56.98,USD,2019-01-01,Normal,fraud_Hermann-Gaylord
273,1,8.34,USD,2019-01-01,Normal,fraud_Corwin-Gorczany
272,4,81.72,USD,2019-01-01,Normal,"fraud_Schaefer, Maggio and Daugherty"
171,2,123.9,USD,2019-01-01,Normal,fraud_Bailey-Morar
274,2,185.98,USD,2019-01-01,Normal,fraud_McDermott-Weimann
275,4,56.61,USD,2019-01-01,Normal,fraud_Bernhard Inc
276,4,57.47,USD,2019-01-01,Normal,fraud_Sporer Inc
163,4,50.16,USD,2019-01-01,Normal,fraud_Corwin-Collins
193,1,4.1,USD,2019-01-01,Normal,fraud_Welch Inc
190,7,2.67,USD,2019-01-01,Normal,fraud_Auer-West
189,5,22.88,USD,2019-01-01,Normal,fraud_Balistreri-Nader
277,5,9.59,USD,2019-01-01,Normal,"fraud_Boehm, Predovic and Reinger"
12,2,129.06,USD,2019-01-01,Normal,fraud_Hudson-Ratke
278,3,16.71,USD,2019-01-01,Normal,fraud_Dibbert and Sons
99,1,6.0,USD,2019-01-01,Normal,"fraud_Rippin, Kub and Mann"
152,4,59.03,USD,2019-01-01,Normal,fraud_Mraz-Herzog
279,4,63.89,USD,2019-01-01,Normal,"fraud_Lind, Huel and McClure"
280,4,67.45,USD,2019-01-01,Normal,fraud_Kutch LLC
233,4,42.14,USD,2019-01-01,Normal,"fraud_Zieme, Bode and Dooley"
24,4,55.81,USD,2019-01-01,Normal,"fraud_Lind, Huel and McClure"
263,5,8.61,USD,2019-01-01,Normal,fraud_Eichmann-Russel
73,1,2.73,USD,2019-01-01,Normal,"fraud_Rohan, White and Aufderhar"
281,4,71.54,USD,2019-01-01,Normal,fraud_Luettgen PLC
55,4,51.75,USD,2019-01-01,Normal,fraud_Cummings LLC
282,4,84.46,USD,2019-01-01,Normal,fraud_Conroy-Cruickshank
182,2,175.51,USD,2019-01-01,Normal,"fraud_Casper, Hand and Zulauf"
153,6,66.01,USD,2019-01-01,Normal,fraud_McCullough Group
283,4,60.2,USD,2019-01-01,Normal,"fraud_Schaefer, Maggio and Daugherty"
284,4,52.81,USD,2019-01-01,Normal,fraud_Emard Inc
14,4,69.64,USD,2019-01-01,Normal,fraud_Kutch LLC
274,1,195.41,USD,2019-01-01,Normal,fraud_Donnelly PLC
285,1,6.77,USD,2019-01-01,Normal,fraud_Kunde-Sanford
69,2,124.7,USD,2019-01-01,Normal,fraud_Rau and Sons
235,8,1.75,USD,2019-01-01,Normal,fraud_Jast-McDermott
221,7,9.34,USD,2019-01-01,Normal,"fraud_Streich, Dietrich and Barton"
181,2,209.89,USD,2019-01-01,Normal,fraud_O'Keefe-Hudson
286,8,2.16,USD,2019-01-01,Normal,fraud_Lesch Ltd
287,2,236.18,USD,2019-01-01,Normal,fraud_McDermott-Weimann
