user_id,goal_name,target_amount,current_savings,deadline
953,develop beat position floor,7984.61,5987.42,2027-07-08
953,skill would particularly,6548.34,4101.94,2027-05-03
954,describe three,4985.87,2607.54,2027-02-16
954,property human so bed,3026.36,1830.63,2027-10-05
954,begin grow,9525.72,1403.01,2027-02-14
955,example rise,3006.92,565.74,2026-12-13
955,to might upon wall,2432.93,1106.38,2027-08-03
955,around candidate class,2891.91,1430.87,2026-08-03
956,me world today early,1611.06,265.15,2027-08-31
956,rise share,4553.89,1514.66,2027-09-08
956,product since,7854.45,2118.36,2026-12-22
957,police artist attention most,1992.64,253.16,2026-10-10
957,between compare drop follow,3036.18,451.86,2027-09-01
958,yes recognize,1339.11,637.21,2026-06-07
959,right benefit road sure,2158.61,985.46,2026-07-03
959,matter growth manage,3051.27,1007.51,2026-08-04
960,herself song,9601.92,7697.22,2027-08-28
960,development writer best table,4835.42,3734.71,2026-12-14
960,security identify kind yard,9045.65,1647.92,2027-03-01
961,door western forget,7917.58,5137.02,2026-12-30
961,can necessary economic,1142.06,988.01,2027-04-14
962,land customer,9872.34,6441.2,2027-05-17
962,style specific part during,2764.42,864.56,2027-03-10
963,a each little hotel,9294.62,3064.32,2027-06-12
964,difference southern television,5066.51,1886.8,2026-06-07
964,decide alone begin,8047.65,4937.01,2026-10-23
965,apply second shoulder,1273.31,729.77,2026-07-30
965,none want investment,8320.14,6576.52,2026-06-30
966,future Democrat hot,4510.71,4465.73,2026-08-29
966,themselves PM find,5159.4,5006.76,2027-03-16
967,what must note,7424.32,4881.61,2027-08-23
967,certainly production quickly expert,2570.32,1342.5,2026-12-13
968,may six,5986.72,4371.54,2027-08-02
968,east really wear truth,8181.11,6035.92,2027-07-17
968,stuff notice ago full,1413.35,612.55,2027-01-14
969,job their,1988.96,1538.66,2026-09-08
969,possible simply rest draw,2470.76,2361.76,2027-06-17
969,affect fly,6051.96,2389.59,2027-10-19
970,way term continue cell,7020.59,6432.99,2027-03-14
970,drop foot knowledge music,7836.88,452.91,2027-02-12
971,suddenly after,1925.01,1918.12,2027-05-25
971,option involve listen per,1714.91,1000.1,2027-02-05
972,watch half onto,9430.09,8876.37,2027-10-16
973,three character,6484.68,1771.86,2027-06-26
973,war tonight end,8165.03,4459.5,2026-06-18
974,improve specific,7012.38,2990.84,2027-07-09
974,father live seat chance,9069.04,225.52,2027-02-15
974,decision where central,3215.46,1159.58,2027-10-20
975,watch rate choice,3448.51,118.65,2026-09-01
975,to which tree,6130.59,1562.38,2027-04-11
976,wait she letter population,2851.61,1046.85,2026-12-03
976,audience thus speech,7643.58,6463.54,2026-06-19
976,culture situation production million,5326.47,4514.24,2027-04-05
977,wind event,1328.23,631.11,2027-08-06
977,another hope eight,1441.66,1307.12,2026-06-19
977,because first network wear,1246.13,412.01,2027-03-22
978,shoulder research bill often,9734.99,2350.53,2027-07-20
978,act seat realize win,4736.85,1723.84,2026-06-12
978,wind claim nearly,5564.1,2897.44,2026-09-16
979,operation actually she,2072.27,742.7,2027-07-29
980,she total computer,2060.05,950.54,2027-12-15
980,bank forget that prove,5236.61,227.03,2027-10-15
980,direction art building pretty,3598.88,1156.37,2026-06-12
981,help coach senior personal,9880.57,6825.98,2027-08-10
981,serve send fly much,3470.62,67.79,2027-03-03
982,security describe audience key,3187.62,2510.71,2026-08-21
983,than western,9724.69,5398.35,2027-02-17
983,put cup give,1727.21,1596.92,2026-09-22
984,national child off people,8660.36,2970.96,2026-09-13
984,activity them owner door,7145.23,2621.31,2027-03-08
984,never teach rest detail,4884.44,3730.94,2026-08-16
985,old say,6067.25,78.99,2027-09-06
986,rock we begin,1615.39,1073.0,2027-10-16
986,quickly attack agree,6463.37,6314.28,2026-10-19
987,big word,2045.44,1577.31,2027-11-15
987,still yeah,6082.89,3294.94,2027-12-17
987,article heart,7106.86,3081.6,2027-08-26
988,open letter return anything,3823.78,1725.14,2026-09-25
988,people several,6730.01,6379.92,2027-09-28
988,thousand help build act,6409.26,594.49,2027-11-08
989,quality major whether,1391.66,1182.86,2027-02-09
989,hard specific majority herself,4328.5,2374.74,2026-10-07
989,economic trip program attorney,2159.06,988.17,2027-11-23
990,create but attention,5089.37,4244.25,2026-10-23
990,prepare produce step,6894.62,225.03,2027-11-11
991,method do,1170.86,64.89,2026-11-13
991,thus who data section,5284.66,5189.19,2027-12-31
991,party will event,8565.88,221.33,2026-06-23
992,western player factor,5775.15,1996.78,2027-10-25
992,car growth join activity,3167.97,232.12,2027-10-18
992,thank discuss issue dog,3869.01,1428.52,2027-04-15
993,enter rather concern difficult,6256.99,271.63,2027-03-20
994,hospital member,4939.57,4926.53,2027-11-26
994,collection report show,9865.57,5021.45,2026-07-02
995,guess mouth approach,2630.77,1647.57,2027-04-02
996,I opportunity throw stop,2841.49,490.39,2027-01-28
996,experience explain job analysis,4386.24,2125.87,2027-05-16
997,other against,8211.24,4765.82,2026-11-23
997,mother about,4120.12,192.56,2027-12-04
998,this Republican,5044.19,4868.94,2027-08-22
999,writer country require seek,3395.3,831.26,2027-08-12
1000,voice Republican lawyer,2211.09,863.64,2026-06-05
1000,share teacher onto marriage,7952.29,922.33,2027-02-17
1001,Republican sell base,4842.5,3588.82,2027-02-26
1001,music cause,2329.62,339.96,2027-08-20
1001,Mrs body,2872.27,380.23,2027-01-22
1002,father market step deep,3929.34,1667.84,2027-08-17
1002,matter catch road shoulder,6073.36,5080.8,2027-02-21
1002,four factor difficult despite,1664.09,1102.04,2027-07-10
1003,employee despite appear and,7249.87,3997.45,2026-09-22
1003,fish before,4397.45,3401.91,2027-04-17
1004,system practice address pattern,1535.22,1059.44,2027-08-24
1005,government performance security tonight,2282.86,898.75,2027-03-16
1005,treat her,7019.22,6583.56,2027-12-27
1006,part however explain,7250.4,3066.46,2027-04-22
1007,animal husband run,6112.59,3675.2,2026-06-19
1007,instead community,2098.91,23.82,2027-08-02
1008,perhaps more assume,4958.58,4085.12,2027-03-11
1009,ask ten man,6488.76,6408.39,2027-11-08
1009,my five organization,2706.71,1115.78,2026-06-17
1010,only however,2830.42,275.92,2027-01-02
1010,piece me house tend,5074.99,3770.18,2027-05-07
1011,various reason,2969.82,704.17,2027-05-24
1012,within free executive,7494.01,6901.57,2027-03-27
1013,rather clear,9764.53,9725.24,2027-03-06
1013,rule big,4132.16,1922.14,2027-05-29
1013,event enter,4788.53,1399.27,2027-04-07
1014,Congress song,6001.85,1753.72,2026-12-01
1014,sort other practice prevent,1862.18,1459.67,2027-06-15
1015,production result,1043.11,870.24,2027-01-16
1016,work environment,3851.27,2487.97,2027-04-03
1017,defense appear cultural,3023.09,2286.38,2027-12-13
1017,develop despite thank tax,4379.99,1553.86,2027-08-23
1017,artist assume,5546.92,2559.99,2026-12-31
1018,suddenly smile,1226.35,408.88,2027-07-20
1018,thing first,7581.9,215.4,2026-07-31
1019,two huge doctor drop,9707.81,5198.79,2027-06-30
1019,leader name memory,2300.78,1626.78,2027-03-25
1019,ago military natural,9714.67,7351.21,2027-01-30
1020,long build art,3671.92,1127.43,2026-10-27
1020,sport fire quite,3178.23,409.85,2026-12-02
1020,talk score,9945.58,5027.55,2027-09-03
1021,shoulder level pressure,2532.64,865.83,2027-10-08
1021,exactly full right,5682.68,75.59,2027-03-12
1021,alone mouth store yes,3538.4,948.41,2027-05-02
1022,list test,6839.41,1419.32,2026-07-09
1022,once result message both,1222.2,84.64,2027-12-31
1022,catch often international drive,1470.89,1163.19,2026-09-07
1023,product work few discuss,6694.65,3583.19,2027-02-16
1023,recently still,2771.36,102.84,2026-07-19
1024,attention cell dinner shoulder,3957.22,557.24,2027-01-24
1024,relate anything structure spring,1082.81,841.24,2027-06-27
1025,great American,2968.08,1215.13,2026-07-31
1026,including prevent,9782.5,8103.22,2027-12-21
1026,total great indicate,5942.0,2537.13,2027-09-28
1027,important material,9008.45,72.38,2026-11-13
1027,how charge home would,7736.45,844.51,2027-11-16
1027,myself put week,8579.08,6737.68,2027-02-06
1028,police ten,4831.62,3017.81,2027-05-11
1028,ground early,7533.0,1025.89,2027-01-25
1028,well including,2239.7,1486.62,2027-07-03
1029,goal employee until,2242.57,1688.67,2027-02-08
1030,under agent fear fact,3305.06,2189.57,2027-04-20
1030,eight next,7593.21,6800.63,2026-12-28
1031,under conference see,1074.62,285.16,2027-03-05
1032,eat lose time,6646.47,6222.57,2027-09-17
1032,act body economy act,4322.85,2902.37,2027-06-26
1033,decade early,2927.8,1473.03,2026-06-24
1033,easy space economy,7051.39,3257.96,2026-09-13
1033,boy range address,7910.21,1151.3,2027-04-28
1034,challenge human back,6863.78,6778.28,2026-07-22
1034,last form ready write,7555.89,3755.93,2027-10-08
1035,sort responsibility view draw,3507.1,340.29,2026-10-24
1035,close key always chance,9433.08,3742.62,2027-12-07
1035,court first their Congress,2232.27,332.09,2026-12-16
1036,person able capital,6056.01,1557.35,2026-09-26
1036,daughter herself brother,2339.9,1256.8,2026-09-10
1036,live attention,5772.58,3950.63,2027-06-16
1037,season light throw,6059.26,4938.11,2027-01-15
1038,talk able,2804.84,599.6,2027-10-13
1039,back population room threat,9386.14,5905.54,2027-11-29
1039,teach strong,6001.34,5348.02,2026-10-23
1040,floor success,1530.33,584.71,2026-10-07
1041,best camera,4645.42,3506.14,2026-06-06
1041,least more never,7765.28,5118.28,2027-06-11
1041,worker data,8394.17,5957.58,2027-06-25
1042,put table large,2598.25,739.91,2026-11-11
1042,Mr later certain,1439.0,558.57,2027-11-13
1042,response Mrs computer,7527.94,256.77,2027-07-02
1043,receive player yourself,5759.52,1608.16,2027-12-16
1043,raise feel law city,2730.26,137.11,2026-11-29
1044,brother page again,3625.35,1525.01,2027-04-19
1045,government continue else,3298.06,2975.94,2026-07-20
1045,sell debate employee laugh,1785.44,198.95,2027-09-08
1045,support ball,2951.08,269.8,2026-11-30
1046,own save team,1457.41,474.01,2026-08-11
1047,paper home,3259.46,1546.13,2027-07-16
1047,news effect involve,6025.32,4573.65,2026-12-21
1048,laugh heart,4034.65,2662.56,2027-06-24
1048,market challenge,2912.76,464.24,2026-12-15
1049,Mr low same,5398.72,723.84,2026-06-12
1049,outside the,9794.62,4533.01,2027-06-30
1049,beautiful remember,9153.68,5219.39,2026-11-06
1050,five identify,2520.63,2126.86,2026-10-13
1051,avoid tend full,2645.12,2002.73,2026-09-10
1052,senior challenge,1495.34,820.3,2026-06-21
1052,unit ball expect daughter,3665.39,2486.14,2026-09-21
1052,most require record,7366.32,3714.82,2026-10-30
1053,mouth heart machine job,4412.84,1914.64,2027-05-13
1053,long design,8133.52,7901.88,2026-08-29
1053,wish response could,8837.65,1981.15,2027-03-16
1054,start box along,6130.58,168.39,2027-07-06
1055,professor operation approach,2298.63,1594.08,2026-06-19
1055,sister office clear make,4140.87,2187.74,2027-07-23
1055,thank to off medical,3020.15,1981.5,2027-05-03
1056,under magazine,5407.57,2153.77,2027-04-30
1056,during federal nice,5753.22,1473.06,2027-10-02
1057,worry debate them five,5387.17,2469.04,2027-09-07
1058,listen once traditional,9952.51,218.89,2027-03-11
1059,choose read in threat,3975.44,1871.17,2026-12-06
1060,physical national,9907.79,1255.55,2027-08-22
1060,particularly simply,5856.49,353.28,2027-10-05
1060,art reveal get because,7799.67,3424.11,2027-05-15
1061,design go cause method,7047.36,960.17,2026-10-15
1061,including mother,6753.13,3107.4,2027-08-22
1061,natural stop prevent,3099.73,944.59,2027-02-18
1062,mouth others medical,2836.69,1541.07,2026-09-03
1063,always Republican situation decade,4603.37,130.51,2026-09-02
1064,contain difficult,7744.93,1830.61,2027-03-25
1065,her throw,1000.25,975.0,2027-10-04
1065,agency act,8034.67,1887.41,2027-04-12
1066,turn to,1701.87,344.88,2026-12-08
1067,one game decision,8197.33,6647.92,2027-09-21
1068,way even positive consumer,4127.98,3707.25,2027-05-05
1068,style house assume himself,9747.78,3478.59,2027-02-04
1068,Mrs outside military hold,2468.89,1351.91,2027-08-14
1069,accept Mr reach,5926.76,5424.99,2026-10-21
1069,performance write,4005.26,2953.59,2026-12-24
1069,simply a,5079.72,2666.4,2027-08-03
1070,read itself stop,9348.18,9294.9,2027-05-23
1070,language while,6949.97,2717.42,2027-03-06
1070,would item,1337.72,1286.75,2026-08-02
1071,perform half as task,2282.11,861.64,2026-10-21
1071,determine air,4381.48,2712.29,2027-06-24
1072,about throw,5028.3,3359.43,2027-10-17
1072,kid former,7788.95,4751.87,2027-02-13
1073,both account have,9289.82,1783.65,2027-07-25
1073,available cover appear phone,6585.93,5676.28,2026-07-27
1073,few all administration area,1935.7,1224.65,2027-09-03
1074,worker medical entire world,5162.15,69.0,2026-07-11
1075,north ago specific,4884.98,4414.84,2026-12-15
1075,explain from discuss,6037.63,3988.01,2027-06-03
1075,everybody ground senior,9474.65,5934.2,2027-11-18
1076,popular most,4112.82,870.86,2026-10-30
1076,pass to,9644.73,7205.42,2026-06-19
1076,born board color example,6763.12,2845.03,2027-11-20
